320978.9120,4168146.9480,2945.1400
320978.9260,4168146.9770,2945.1490
320978.9220,4168146.9490,2945.1400
320978.9220,4168146.9550,2945.1340
320978.9170,4168146.9510,2945.1220
320978.9340,4168146.9540,2945.1440
320978.9220,4168146.9390,2945.1240
320978.9360,4168146.9680,2945.1330
320978.9400,4168146.9510,2945.1410
320978.9410,4168146.9570,2945.1350
320978.9490,4168146.9500,2945.1400
320978.9690,4168146.9900,2945.1550
320978.9760,4168146.9750,2945.1660
320978.9850,4168146.9950,2945.1690
320978.9890,4168146.9820,2945.1700
320978.9710,4168146.9300,2945.1450
320978.9910,4168146.9700,2945.1610
320978.9860,4168146.1100,2944.8930
320978.9810,4168146.1060,2944.8790
320978.9820,4168146.0790,2944.8750
320978.9850,4168146.0920,2944.8720
320978.9810,4168146.0900,2944.8590
320978.9850,4168146.0670,2944.8660
320978.9870,4168146.0770,2944.8620
320978.9930,4168146.0500,2944.8780
320978.9940,4168146.0580,2944.8710
320978.9960,4168146.0690,2944.8660
320978.9900,4168146.0630,2944.8520
320978.9410,4168145.8710,2944.8540
320978.9950,4168146.0250,2944.8740
320978.9920,4168146.0250,2944.8640
320978.9380,4168145.8380,2944.8460
320978.9430,4168145.8560,2944.8440
320978.9600,4168145.8980,2944.8570
320978.9870,4168145.9750,2944.8670
320978.9890,4168145.9860,2944.8620
320978.9960,4168146.0080,2944.8630
320978.9530,4168145.8470,2944.8490
320978.9600,4168145.8690,2944.8500
320978.9760,4168145.9090,2944.8620
320978.9860,4168145.9450,2944.8590
320978.9910,4168145.9610,2944.8570
320978.9930,4168145.9720,2944.8530
320978.9700,4168145.8580,2944.8560
320978.9630,4168145.8500,2944.8400
320978.9890,4168145.9200,2944.8570
320978.9930,4168145.9350,2944.8540
320978.9960,4168145.9470,2944.8490
320978.9960,4168145.9550,2944.8430
320978.9800,4168145.8660,2944.8470
320978.9910,4168145.8990,2944.8540
320978.9960,4168145.9140,2944.8520
320979.0000,4168145.9300,2944.8500
320978.9980,4168145.9320,2944.8400
320978.9950,4168145.9330,2944.8290
320978.9920,4168145.8780,2944.8410
320979.0060,4168145.9140,2944.8500
320979.0040,4168145.9170,2944.8410
320979.0080,4168145.9320,2944.8380
320978.9790,4168145.7710,2944.8720
320978.9780,4168145.7770,2944.8640
320978.9860,4168145.8010,2944.8660
320978.9980,4168145.8610,2944.8430
320979.0120,4168145.8980,2944.8530
