320977.1440,4168145.0720,2943.5710
320977.9350,4168146.4090,2943.3890
320978.8980,4168146.9770,2945.1410
320978.9030,4168146.9590,2945.1480
320978.9080,4168146.9720,2945.1470
320978.9130,4168146.9850,2945.1450
320978.8960,4168146.9620,2945.1200
320978.9090,4168146.9520,2945.1440
320978.9160,4168146.9680,2945.1440
320978.9120,4168146.9670,2945.1330
320978.9090,4168146.9680,2945.1240
320978.9110,4168146.9760,2945.1200
320978.9170,4168146.9500,2945.1420
320978.9210,4168146.9630,2945.1400
320978.9220,4168146.9690,2945.1340
320978.9160,4168146.9650,2945.1220
320978.9160,4168146.9700,2945.1150
320978.9220,4168146.9440,2945.1370
320978.9290,4168146.9610,2945.1380
320978.9220,4168146.9550,2945.1240
320978.9280,4168146.9710,2945.1240
320978.9300,4168146.9780,2945.1190
320978.9280,4168146.9380,2945.1340
320978.9320,4168146.9500,2945.1320
320978.9380,4168146.9650,2945.1310
320978.9360,4168146.9680,2945.1230
320978.9380,4168146.9760,2945.1190
320978.9350,4168146.9310,2945.1380
320978.9410,4168146.9470,2945.1390
320978.9470,4168146.9630,2945.1390
320978.9400,4168146.9570,2945.1250
320978.9450,4168146.9700,2945.1240
320978.9610,4168146.9600,2945.1560
320978.9490,4168146.9450,2945.1360
320978.9530,4168146.9570,2945.1340
320978.9590,4168146.9780,2945.1280
320978.9450,4168146.9110,2945.1350
320978.9630,4168146.9480,2945.1480
320978.9840,4168146.9880,2945.1640
320978.9370,4168146.9550,2945.0540
320978.9370,4168146.8780,2945.1220
320978.9560,4168146.9160,2945.1370
320978.9820,4168146.9640,2945.1580
320978.9380,4168146.8630,2945.1130
320978.9640,4168146.9130,2945.1350
320978.9800,4168146.9460,2945.1450
320978.9970,4168146.9790,2945.1570
320978.9400,4168146.8490,2945.1040
320978.9370,4168146.8500,2945.0940
320978.9580,4168146.8920,2945.1110
320978.9860,4168146.9450,2945.1350
320978.9390,4168146.8290,2945.1010
320978.9390,4168146.8340,2945.0940
320978.9500,4168146.8590,2945.1000
320978.9580,4168146.8780,2945.1010
320978.9430,4168146.8250,2945.0860
320978.9520,4168146.8460,2945.0900
320978.9430,4168146.8030,2945.0830
320978.9450,4168146.7890,2945.0740
320978.9380,4168146.7500,2945.0680
320978.9620,4168146.8030,2945.0820
320978.9560,4168146.7490,2945.0670
320978.9520,4168146.7210,2945.0590
320978.1490,4168145.7670,2943.4000
320978.9590,4168146.2760,2944.9540
320978.9810,4168146.0910,2944.8810
320978.9760,4168146.0880,2944.8690
320978.9790,4168146.1010,2944.8650
320978.9840,4168146.1170,2944.8640
320978.9830,4168146.0670,2944.8790
320978.9860,4168146.0800,2944.8750
320978.9840,4168146.0810,2944.8650
320978.9890,4168146.0990,2944.8640
320978.9770,4168146.0800,2944.8420
320978.9790,4168146.0330,2944.8690
320978.9820,4168146.0470,2944.8660
320978.9880,4168146.0660,2944.8660
320978.9950,4168146.0870,2944.8670
320978.9920,4168146.0860,2944.8550
320978.9420,4168145.8890,2944.8640
320978.9500,4168145.9130,2944.8660
320978.9880,4168146.0250,2944.8740
320978.9900,4168146.0350,2944.8690
320978.9930,4168146.0490,2944.8660
320978.9920,4168146.0530,2944.8570
320978.9980,4168146.0720,2944.8570
320978.9960,4168146.0750,2944.8470
320978.9980,4168146.0840,2944.8420
320978.9450,4168145.8630,2944.8610
320978.9440,4168145.8690,2944.8520
320978.9510,4168145.8900,2944.8530
320978.9710,4168145.9390,2944.8700
320978.9770,4168145.9650,2944.8620
320978.9930,4168146.0070,2944.8750
320978.9930,4168146.0130,2944.8670
320978.9960,4168146.0250,2944.8630
320978.9990,4168146.0380,2944.8600
320979.0110,4168146.0700,2944.8670
320979.0130,4168146.0880,2944.8560
320979.0030,4168146.0730,2944.8360
320978.9570,4168145.8630,2944.8710
320978.9540,4168145.8640,2944.8600
320978.9390,4168145.8380,2944.8340
320978.9590,4168145.8880,2944.8510
320978.9740,4168145.9260,2944.8610
320978.9860,4168145.9600,2944.8690
320978.9840,4168145.9610,2944.8590
320978.9910,4168145.9830,2944.8600
320978.9990,4168146.0070,2944.8620
320979.0000,4168146.0150,2944.8560
320979.0020,4168146.0310,2944.8430
320978.9620,4168145.8450,2944.8700
320978.9670,4168145.8610,2944.8680
320978.9680,4168145.8710,2944.8620
320978.9490,4168145.8370,2944.8320
320978.9760,4168145.9010,2944.8560
320978.9880,4168145.9320,2944.8630
