320978.8940,4168146.9490,2945.1320
320978.9050,4168146.9740,2945.1370
320978.9140,4168146.9660,2945.1430
320978.9090,4168146.9620,2945.1310
320978.9080,4168146.9660,2945.1230
320978.9190,4168146.9890,2945.1280
320978.9210,4168146.9580,2945.1470
320978.9230,4168146.9660,2945.1420
320978.9230,4168146.9730,2945.1360
320978.9130,4168146.9620,2945.1190
320978.9200,4168146.9780,2945.1200
320978.9280,4168146.9550,2945.1440
320978.9240,4168146.9540,2945.1330
320978.9280,4168146.9650,2945.1310
320978.9210,4168146.9590,2945.1170
320978.9290,4168146.9780,2945.1190
320978.9330,4168146.9480,2945.1400
320978.9320,4168146.9510,2945.1320
320978.9350,4168146.9620,2945.1290
320978.9370,4168146.9700,2945.1240
320978.9410,4168146.9810,2945.1220
320978.9400,4168146.9460,2945.1380
320978.9500,4168146.9690,2945.1430
320978.9430,4168146.9630,2945.1290
320978.9400,4168146.9620,2945.1180
320978.9510,4168146.9490,2945.1390
320978.9660,4168146.9800,2945.1490
320978.9750,4168147.0000,2945.1520
320978.9680,4168146.9940,2945.1380
320978.9490,4168146.9190,2945.1400
320978.9700,4168146.9600,2945.1560
320978.9830,4168146.9870,2945.1640
320978.9900,4168146.9780,2945.1670
320978.9990,4168147.0000,2945.1710
320978.9560,4168146.9000,2945.1260
320978.9890,4168146.9610,2945.1550
320979.0060,4168146.9970,2945.1680
320978.9360,4168146.8490,2945.0940
320978.9850,4168146.9440,2945.1350
320978.9340,4168146.8260,2945.0880
320978.9490,4168146.8580,2945.0990
320978.9570,4168146.8760,2945.1000
320978.9620,4168146.7920,2945.0650
320978.9550,4168146.2680,2944.9500
320978.9750,4168146.1030,2944.8900
320978.9700,4168146.0990,2944.8770
320978.9720,4168146.1080,2944.8710
320978.9770,4168146.0830,2944.8770
320978.9760,4168146.0890,2944.8690
320978.9830,4168146.1080,2944.8700
320978.9770,4168146.1020,2944.8550
320978.9800,4168146.0550,2944.8830
320978.9760,4168146.0540,2944.8710
320978.9830,4168146.0750,2944.8720
320978.9880,4168146.0910,2944.8710
320978.9910,4168146.1030,2944.8670
320978.9900,4168146.1080,2944.8580
320978.9440,4168145.9230,2944.8730
320978.9840,4168146.0390,2944.8840
320978.9850,4168146.0480,2944.8770
320978.9810,4168146.0460,2944.8660
320978.9940,4168146.0790,2944.8740
320978.9900,4168146.0780,2944.8620
320978.9950,4168146.0940,2944.8600
320978.9400,4168145.8860,2944.8620
320978.9490,4168145.9100,2944.8650
320978.9580,4168145.9360,2944.8680
320978.9680,4168145.9640,2944.8720
320978.9830,4168146.0020,2944.8830
320978.9850,4168146.0140,2944.8790
320978.9840,4168146.0180,2944.8700
320978.9920,4168146.0400,2944.8720
320978.9910,4168146.0460,2944.8640
320979.0010,4168146.0720,2944.8680
320978.9990,4168146.0740,2944.8580
320979.0030,4168146.0890,2944.8560
320978.9980,4168146.0850,2944.8430
320978.9460,4168145.8680,2944.8630
320978.9430,4168145.8670,2944.8520
320978.9530,4168145.8960,2944.8570
320978.9680,4168145.9350,2944.8680
320978.9700,4168145.9440,2944.8620
320978.9810,4168145.9740,2944.8680
320978.9890,4168145.9990,2944.8710
320979.0000,4168146.0280,2944.8760
320978.9980,4168146.0310,2944.8670
320978.9990,4168146.0400,2944.8610
320979.0000,4168146.0480,2944.8550
320979.0050,4168146.0660,2944.8540
320979.0000,4168146.0610,2944.8400
320979.0000,4168146.0660,2944.8320
320978.9530,4168145.8500,2944.8740
320978.9480,4168145.8460,2944.8610
320978.9550,4168145.8660,2944.8610
320978.9370,4168145.8360,2944.8330
320978.9630,4168145.8970,2944.8560
320978.9790,4168145.9390,2944.8680
320978.9830,4168145.9540,2944.8660
320978.9900,4168145.9740,2944.8660
320978.9940,4168145.9900,2944.8640
320978.9990,4168146.0070,2944.8630
320979.0070,4168146.0300,2944.8650
320979.0090,4168146.0400,2944.8600
320979.0020,4168146.0330,2944.8450
320979.0040,4168146.0420,2944.8390
320978.9960,4168146.0330,2944.8220
320978.9480,4168145.8080,2944.8610
320978.9650,4168145.8520,2944.8740
320978.9670,4168145.8620,2944.8690
320978.9710,4168145.8780,2944.8660
320978.9490,4168145.8360,2944.8310
320978.9780,4168145.9070,2944.8600
320978.9860,4168145.9300,2944.8620
320978.9950,4168145.9560,2944.8650
320978.9950,4168145.9610,2944.8570
320978.9990,4168145.9770,2944.8550
320979.0000,4168145.9860,2944.8490
320979.0040,4168146.0080,2944.8390
320979.0090,4168146.0240,2944.8380
320978.9570,4168145.7890,2944.8730
320978.9630,4168145.8090,2944.8730
320978.9610,4168145.8110,2944.8630
320978.9720,4168145.8420,2944.8680
320978.9800,4168145.8660,2944.8710
320978.9790,4168145.8700,2944.8620
320978.9620,4168145.8390,2944.8330
320978.9890,4168145.9050,2944.8590
320978.9980,4168145.9300,2944.8620
320978.9970,4168145.9350,2944.8540
320979.0010,4168145.9500,2944.8510
320978.9970,4168145.9480,2944.8390
320979.0030,4168145.9690,2944.8390
320978.9960,4168145.9590,2944.8230
320978.9550,4168145.7580,2944.8660
320978.9660,4168145.7890,2944.8720
320978.9760,4168145.8180,2944.8770
320978.9730,4168145.8180,2944.8650
320978.9770,4168145.8330,2944.8620
320978.9840,4168145.8540,2944.8630
320978.9920,4168145.8790,2944.8660
320978.9760,4168145.8510,2944.8390
320978.9940,4168145.8960,2944.8530
320979.0020,4168145.9200,2944.8550
320979.0080,4168145.9410,2944.8560
320978.9990,4168145.9270,2944.8360
320979.0030,4168145.9420,2944.8340
320979.0090,4168145.9610,2944.8340
320978.9610,4168145.7340,2944.8740
320978.9560,4168145.7310,2944.8610
320978.9740,4168145.7760,2944.8750
320978.9760,4168145.7880,2944.8700
320978.9850,4168145.8140,2944.8730
320978.9860,4168145.8240,2944.8670
320978.9970,4168145.8540,2944.8720
320978.9980,4168145.8620,2944.8660
320978.9970,4168145.8680,2944.8580
320979.0040,4168145.8890,2944.8590
320979.0070,4168145.9020,2944.8550
320979.0090,4168145.9140,2944.8500
320979.0100,4168145.9230,2944.8440
320979.0120,4168145.9340,2944.8390
320979.0090,4168145.9340,2944.8280
320978.9960,4168145.9120,2944.8040
320978.9650,4168145.7120,2944.8740
320978.9680,4168145.7260,2944.8700
320978.9720,4168145.7410,2944.8670
320978.9880,4168145.7840,2944.8790
320978.9830,4168145.7790,2944.8650
320978.9920,4168145.8060,2944.8690
320978.9920,4168145.8130,2944.8610
320978.9950,4168145.8270,2944.8580
320979.0000,4168145.8440,2944.8560
320979.0010,4168145.8530,2944.8500
320979.0040,4168145.8650,2944.8450
320979.0080,4168145.8820,2944.8440
320979.0070,4168145.8860,2944.8350
320979.0140,4168145.9080,2944.8360
320979.0180,4168145.9230,2944.8330
320979.0130,4168145.9190,2944.8190
320979.0010,4168145.9000,2944.7970
320978.9400,4168145.5940,2944.8780
320978.9710,4168145.6970,2944.8760
320978.9700,4168145.7040,2944.8680
320978.9800,4168145.7330,2944.8720
320978.9880,4168145.7570,2944.8740
320978.9870,4168145.7610,2944.8650
320978.9950,4168145.7860,2944.8680
320979.0030,4168145.8110,2944.8700
320979.0000,4168145.8090,2944.8580
320979.0020,4168145.8220,2944.8530
320979.0080,4168145.8420,2944.8530
320979.0050,4168145.8420,2944.8420
320979.0060,4168145.8500,2944.8360
320979.0170,4168145.8810,2944.8420
320979.0090,4168145.8700,2944.8240
320979.0210,4168145.9030,2944.8310
320979.0190,4168145.9060,2944.8220
320978.9950,4168145.8590,2944.7840
320978.9890,4168145.8520,2944.7680
320978.9530,4168145.5760,2944.9010
320978.9520,4168145.5830,2944.8940
320978.9520,4168145.5890,2944.8850
320978.9430,4168145.5760,2944.8670
320978.9500,4168145.5980,2944.8670
320978.9530,4168145.6130,2944.8630
320978.9640,4168145.6430,2944.8680
320978.9670,4168145.6570,2944.8640
320978.9830,4168145.6990,2944.8750
320978.9790,4168145.6990,2944.8640
320978.9930,4168145.7370,2944.8730
320978.9960,4168145.7500,2944.8690
320978.9950,4168145.7550,2944.8610
320979.0000,4168145.7730,2944.8590
320979.0070,4168145.7940,2944.8590
320979.0060,4168145.7990,2944.8510
320979.0090,4168145.8120,2944.8470
320979.0070,4168145.8160,2944.8370
320979.0030,4168145.8130,2944.8240
320979.0090,4168145.8320,2944.8240
320979.0080,4168145.8370,2944.8150
320979.0150,4168145.8590,2944.8160
320979.0060,4168145.8480,2944.7990
320979.0280,4168145.9020,2944.8180
320978.9990,4168145.8500,2944.7660
320978.9760,4168145.5960,2944.9230
320978.9710,4168145.5910,2944.9090
320978.9630,4168145.5790,2944.8920
320978.9660,4168145.5930,2944.8880
320978.9650,4168145.5970,2944.8780
320978.9630,4168145.6020,2944.8690
320978.9630,4168145.6070,2944.8600
320978.9700,4168145.6310,2944.8610
320978.9690,4168145.6340,2944.8520
320978.9910,4168145.6920,2944.8720
320978.9910,4168145.6980,2944.8640
320978.9960,4168145.7160,2944.8620
320979.0100,4168145.7550,2944.8720
320979.0080,4168145.7570,2944.8610
320979.0180,4168145.7860,2944.8660
320979.0170,4168145.7910,2944.8580
320979.0110,4168145.7840,2944.8420
320979.0160,4168145.8030,2944.8420
320979.0110,4168145.7970,2944.8270
320979.0120,4168145.8070,2944.8210
320979.0150,4168145.8200,2944.8170
320979.0160,4168145.8300,2944.8110
320979.0220,4168145.8500,2944.8110
320979.0200,4168145.8520,2944.8010
320979.0120,4168145.8400,2944.7830
320979.0070,4168145.8370,2944.7700
320978.9990,4168145.5710,2945.0000
320979.0030,4168145.5850,2944.9960
320978.9950,4168145.5750,2944.9790
320978.9960,4168145.5840,2944.9730
320978.9820,4168145.5870,2944.9170
320978.9770,4168145.5820,2944.9030
320978.9740,4168145.5830,2944.8920
320978.9700,4168145.5820,2944.8800
320978.9670,4168145.5820,2944.8690
320978.9680,4168145.5890,2944.8610
320978.9700,4168145.6010,2944.8560
320978.9780,4168145.6280,2944.8580
320978.9790,4168145.6370,2944.8520
320978.9900,4168145.6670,2944.8570
320979.0030,4168145.7030,2944.8650
320979.0030,4168145.7120,2944.8580
320979.0030,4168145.7190,2944.8510
320979.0080,4168145.7350,2944.8480
320979.0100,4168145.7470,2944.8430
320979.0080,4168145.7490,2944.8330
320979.0140,4168145.7700,2944.8330
320979.0130,4168145.7750,2944.8240
